SampleID,Number of samples,Max A,Max B,Min A,Min B,Mean A,Mean B,Sd A,Sd B
valid3683,2438,35986,49161,-11499,-21588,0.0356849877,0.0028712059,9997.9563139708,9997.9477649084
valid3684,7045,14,20310,1,-47398,8.3779985806,0.0061036196,3.8763425025,9999.2956755423
valid3685,712,30330,22206,-25705,-23170,-0.0070224719,-0.0014044944,9992.9607603039,9992.9802914514
valid3686,5944,4,62626,1,-55224,1.5683041723,-0.0020188425,0.6193748892,9999.1581572634
valid3687,2956,1,22818,0,-18275,0.7134641407,0.0037212449,0.4521427436,9998.3049619066
valid3688,933,15,34837,1,-15956,6.0085744909,-0.0096463023,4.5962298036,9994.6454229586
valid3689,570,1,20785,0,-33532,0.3684210526,0.0157894737,0.4823763889,9991.2062109074
valid3690,87,11833,19278,-13430,-22730,-0.0574712644,-0.0114942529,9942.546309253,9942.3843153155
valid3691,461,1,40696,0,-29094,0.464208243,-0.0021691974,0.4987173048,9989.1379323359
valid3692,991,41,14417,1,-37287,25.473259334,0.0423814329,11.6673123283,9995.0146561175
valid3693,6972,5797,60601,-72574,-24469,0.0022948939,0.002151463,9999.2810266206,9999.287793248
valid3694,678,38558,24847,-21840,-33898,-0.0206489676,0.0014749263,9992.6310239739,9992.5928488146
valid3695,530,27565,50966,-20034,-16722,-0.0037735849,0.0283018868,9990.5632810009,9990.5646816228
valid3696,1024,30442,56767,-25442,-3701,0.0205078125,-0.263671875,9995.0988252217,9995.2420130392
valid3697,530,16109,35066,-23857,-25009,-0.0075471698,-0.0169811321,9990.5721990331,9990.5685264075
valid3698,2030,39830,8,-50527,1,0.002955665,5.5497536946,9997.5438568405,2.2215330965
valid3699,5001,22369,21640,-29170,-31728,0.0041991602,-0.00059988,9998.9952443335,9998.9938958484
valid3700,5913,9883,37750,-94005,-38175,-0.007779469,0.0060882801,9999.1214688135,9999.1604961314
valid3701,561,32200,35598,-33502,-30527,0,-0.0124777184,9991.0896506045,9991.0870717389
valid3702,530,19963,29661,-29598,-37000,-0.0056603774,0.0094339623,9990.5735041327,9990.5561624847
valid3703,2638,29392,29803,-23472,-50863,-0.0015163002,0.040181956,9998.105993078,9998.0772891497
valid3704,892,44202,27689,-10242,-20086,-0.1468609865,0.0044843049,9994.5913256395,9994.3928626408
valid3705,1925,14562,32680,-16297,-29806,0.0057142857,-0.0072727273,9997.3964439043,9997.4027989844
valid3706,3047,47205,1,-28014,0,0.0016409583,0.4817853627,9998.3628632815,0.4996681168
valid3707,777,1,29402,0,-15636,0.305019305,-0.0012870013,0.4604156042,9993.5720028328
valid3708,314,58261,52899,-4297,-8331,-0.1687898089,-0.0095541401,9984.1255111854,9984.0709018814
valid3709,7426,68287,1,-37157,0,-0.002289254,0.9476164826,9999.3208953018,0.2227992022
valid3710,4760,46730,1,-33287,0,0.1329831933,0.3762605042,9999.130476722,0.4844466299
valid3711,1906,21400,20944,-26928,-34349,-0.0073452256,0.0010493179,9997.3748469264,9997.3779231821
valid3712,2885,49863,47725,-37596,-19292,-0.0048526863,0.0083188908,9998.2670289729,9998.2659767604
valid3713,1109,19,42775,1,-35268,11.3489630298,0.0063119928,4.9111080464,9995.4814225384
valid3714,1319,33445,21506,-42016,-36507,-0.0075815011,-0.0181956027,9996.2205214831,9996.1955632563
valid3715,3580,35062,39364,-9052,-103257,-0.0053072626,0.0025139665,9998.6113885446,9998.6040604584
valid3716,6009,135909,80093,-24647,-14636,-0.0818771842,0.0051589283,9999.1511181197,9999.173411343
valid3717,1519,15,35679,1,-85704,10.7346938776,-0.0006583278,2.9148641371,9996.7174839338
valid3718,7385,56252,61119,-44009,-52098,0.0024373731,-0.0006770481,9999.3243183234,9999.318164128
valid3719,2684,28925,33224,-25232,-32864,-0.1125186289,0.239195231,9998.0597108327,9998.1915990483
valid3720,2318,95373,9682,-25601,-38919,-0.1022433132,0.0047454702,9997.9466329885,9997.8405555144
valid3721,7251,31640,3,-132631,1,-0.0022065922,1.9557302441,9999.3144073626,0.250441455
valid3722,847,23045,30122,-42340,-46468,0.0188902007,-0.0047225502,9994.1012556184,9994.0866761862
valid3723,859,31155,49161,-27317,-16758,-0.0023282887,-0.0209545984,9994.1671858753,9994.1801244747
valid3724,744,25938,3,-22397,1,0.0094086022,1.5806451613,9993.2862174211,0.9063406353
valid3725,1073,1,74526,0,-19653,0.578751165,-0.0111835974,0.4937593078,9995.3415785093
valid3726,4357,4199,80236,-29973,-29213,0.2914849667,-0.0045903144,9998.9607742747,9998.8491583124
valid3727,7934,1,294832,0,-19871,0.588984119,-0.0983110663,0.4920181161,9999.4063996451
valid3728,1350,5856,4,-35197,1,0.0162962963,1.9688888889,9996.2989954113,1.0430345093
valid3729,1353,47274,30672,-25610,-53761,-0.0096082779,0.0088691796,9996.3112039287,9996.3040234141
valid3730,2031,1,97435,0,-31424,0.5209256524,-0.0078778927,0.4995619252,9997.5362134714
valid3731,3176,1,38430,0,-36550,0.5818639798,-0.0037783375,0.4932527636,9998.4230510702
valid3732,1636,40596,41955,-61840,-22576,-0.0091687042,-0.0030562347,9996.9344819901,9996.93459462
valid3733,530,18660,26751,-29476,-41500,-0.0113207547,0,9990.5468841878,9990.5572470038
valid3734,4370,58312,28165,-21167,-36414,0.0034324943,0.0022883295,9998.8565580933,9998.8537054215
valid3735,3008,7,29,1,1,2.1512632979,16.4577792553,1.8260612624,7.9096173862
valid3736,2052,32211,57187,-38526,-39725,-0.0092592593,0.0097465887,9997.5624078006,9997.5714631466
valid3737,2476,1,58378,0,-11641,0.1785137318,-0.0064620355,0.3829446166,9997.9825463708
valid3738,586,24289,1,-42963,0,0.0767918089,0.6877133106,9991.5018733536,0.4634260599
valid3739,650,28773,71143,-25945,-53912,0.0553846154,0.0292307692,9992.3013105095,9992.3166053835
valid3740,2171,1,64135,0,-22650,0.8562874251,0.0078304929,0.3507980483,9997.6982762565
valid3741,989,20894,33706,-94976,-10130,0.0060667341,-0.0212335693,9994.9400134549,9995.0330628647
valid3742,3065,27,30670,1,-44600,14.1973898858,0.0045676998,8.167048325,9998.3748998927
valid3743,4215,604577,78591,-9883,-15614,-0.0002372479,0.006405694,9998.8097208225,9998.8094690467
valid3744,952,1,84878,0,-39210,0.531512605,0.0724789916,0.4990059676,9994.7647743685
valid3745,3577,16,30635,1,-111718,8.0875034945,0.0011182555,4.4272017138,9998.5983800229
valid3746,3814,28625,25581,-86100,-49321,-0.0039328789,0.0015731515,9998.6869211449,9998.6902039437
valid3747,847,1,12,0,1,0.4592680047,5.8961038961,0.4983381428,3.7059665258
valid3748,1751,1,1,0,0,0.8469446031,0.4637350086,0.3600408899,0.4986831162
valid3749,4423,5,51704,1,-28074,1.8727108298,0.0015826362,1.3953295855,9998.8697573687
valid3750,1452,81923,19,-30107,1,-0.0027548209,9.1831955923,9996.5615381875,5.0315307446
valid3751,1415,1,49642,0,-23136,0.1434628975,0.080565371,0.3505442833,9996.4814658303
valid3752,812,4,92162,1,-24347,2.9014778325,-0.0049261084,0.9963716358,9993.8551217514
valid3753,1807,262957,7,-589,1,-0.3586054234,4.0503597122,9997.2496580184,1.5840966111
valid3754,1200,32029,52917,-37110,-25940,-0.015,0.005,9995.8296532325,9995.8346364027
valid3755,2855,68782,34372,-20214,-35040,-0.0028021016,-0.0073555166,9998.2527003065,9998.241721865
valid3756,1316,3,59721,1,-26862,1.1686930091,-0.0007598784,0.446661163,9996.2051156949
valid3757,530,61365,38195,-16862,-41612,-0.0188679245,0.0056603774,9990.5775178048,9990.5667598484
valid3758,3244,35774,5,-49860,1,0.0043156597,2.9768803946,9998.4580751114,0.2693017582
valid3759,1502,55890,48248,-66923,-12176,-0.0073235686,0.0046604527,9996.659598508,9996.6750699773
valid3760,338,3,18345,1,-33102,1.7603550296,-0.0207100592,0.724852071,9985.2056090891
valid3761,613,25280,60623,-39610,-16569,0.013050571,-0.0163132137,9991.8194710677,9991.870799054
valid3762,4617,27,11,1,1,17.6733809833,5.089668616,7.7748457091,2.9685696415
valid3763,1429,4,39482,1,-34481,2.5339398181,-0.0041987404,0.8843574598,9996.4958652674
valid3764,512,7,52251,1,-19967,4.626953125,-0.0390625,1.8549701221,9990.2273289656
valid3765,1873,21232,109288,-36368,-20525,-0.0005339028,0.0048051255,9997.3456533549,9997.314040321
valid3766,827,20137,1,-23898,0,-0.0108827086,0.7146311971,9993.9703489672,0.4515899127
valid3767,705,1,20620,0,-55304,0.4368794326,0.0113475177,0.4959997923,9992.8870162241
valid3768,2893,9690,7688,-35691,-83967,-0.0041479433,0.0248876599,9998.2730695505,9998.2881323937
valid3769,1121,12,19158,1,-61355,7.8590544157,-0.0017841213,2.9702255142,9995.5303211698
valid3770,1010,41812,1,-14168,0,0,0.3891089109,9995.0495362296,0.487548117
valid3771,530,20927,30175,-25583,-26741,-0.0094339623,-0.0132075472,9990.5579711737,9990.5859517005
valid3772,7767,3,138175,1,-46455,1.0588386765,0.0001287498,0.3049125114,9999.361835637
valid3773,2904,1,25690,0,-31902,0.4741735537,0.0013774105,0.4993325492,9998.2723774188
valid3774,602,7380,8688,-62839,-26675,0.0199335548,0.0199335548,9991.6609696866,9991.6867512856
valid3775,530,16536,29833,-32291,-32684,0.0301886792,0.0056603774,9990.5549168331,9990.5707843987
valid3776,205,29009,29798,-20503,-26141,-0.0243902439,0.0341463415,9975.5994841262,9975.6312004612
valid3777,898,1,13235,0,-27968,0.5868596882,-0.0122494432,0.4923975981,9994.4254779092
valid3778,1358,31373,22222,-48337,-77451,-0.0014727541,0.0029455081,9996.3179610101,9996.3235095166
valid3779,2748,5,59838,1,-15112,2.0604075691,-0.000727802,0.736343978,9998.1817489631
valid3780,1306,31399,26548,-12177,-30724,0.0045941807,0.0015313936,9996.1728993638,9996.1743997857
valid3781,708,67633,106381,-7411,-23442,0,-0.0042372881,9992.9398998397,9992.9511287348
valid3782,570,14050,71355,-39371,-16697,0.0070175439,-0.049122807,9991.216711286,9991.1982029645
valid3783,768,15529,20607,-17847,-16152,0,-0.00390625,9993.431167522,9993.4931947271
valid3784,1285,14,46114,1,-40955,8.7875486381,-0.0038910506,3.6707913012,9996.10844454
valid3785,530,27228,20730,-30103,-83752,0.0075471698,-0.0056603774,9990.5805931699,9990.5509343412
valid3786,7365,24347,53299,-8555,-25035,0.0107264087,-0.000407332,9999.3186508422,9999.3180211241
valid3787,6092,25825,1,-29349,0,-0.1262311228,0.3545633618,9999.228906137,0.4783807942
valid3788,530,24550,35470,-34112,-32328,0,0.0037735849,9990.5599344468,9990.5530366114
valid3789,618,28173,122658,-32725,-10013,-0.0161812298,0.001618123,9991.8981526182,9991.913879681
valid3790,1180,1,45270,0,-26334,0.8220338983,-0.0245762712,0.3824842067,9995.765422752
valid3791,507,72342,1,-11450,0,-0.0177514793,0.1124260355,9990.1238476212,0.3158898891
valid3792,5122,90871,232,-42537,-672269,0.0058570871,-0.3481062085,9999.0302125405,9999.0220640751
valid3793,1581,30667,43391,-47159,-130089,-0.0056925996,0.0120177103,9996.8261529745,9996.8502845077
valid3794,620,10432,32073,-35423,-31272,0.0112903226,0.0080645161,9991.951488244,9991.9423973778
valid3795,1164,324222,295946,-11409,-12106,0.0008591065,-0.0120274914,9995.6992327731,9995.7007073261
valid3796,649,54337,30297,-21062,-28284,-0.0200308166,-0.1340523883,9992.2876819967,9992.2867825818
valid3797,1161,52348,12353,-21278,-14411,-0.015503876,-0.0120585702,9995.6839247212,9995.6799147256
valid3798,3977,78228,34623,-59467,-34490,0.0309278351,-0.0042745788,9998.7170814374,9998.7437227344
valid3799,6816,506040,40218,-14689,-26377,-0.0026408451,0.0023474178,9999.2679443165,9999.2710303401
valid3800,530,30883,32643,-38686,-34029,0.0037735849,-0.0283018868,9990.5796673943,9990.5616646248
valid3801,4591,1,64919,0,-77231,0.2276192551,-0.0254846439,0.4192955161,9998.9062807685
valid3802,907,31834,52173,-31686,-22567,-0.01323043,0.0088202867,9994.486242098,9994.4756776173
valid3803,1836,59477,112535,-15517,-7064,0.0005446623,0.0098039216,9997.2694014018,9997.2797915109
valid3804,875,8,31092,1,-54595,4.8262857143,0.0034285714,2.5074962877,9994.2890992801
valid3805,1620,14690,8,-51766,1,-0.0166666667,4.6611111111,9996.9182252737,2.7896358008
valid3806,338,63991,3,-7063,1,0.0177514793,1.9526627219,9985.1906086368,0.8689969113
valid3807,1212,1,1,0,0,0.5602310231,0.4900990099,0.4963589667,0.4999019608
valid3808,5932,3565,10574,-297939,-31793,0.2655091032,0.0006743088,9999.2531371372,9999.1600755827
valid3809,3356,14658,30775,-9876,-54188,0.0411203814,-0.002681764,9998.4019756283,9998.5061777421
valid3810,872,22,29577,1,-30385,13.7098623853,0.0091743119,5.3571519528,9994.2526977336
valid3811,530,16887,29062,-28195,-33316,-0.0188679245,0.0018867925,9990.5431009768,9990.5638038533
valid3812,7645,19537,45990,-24612,-70041,-0.0003924133,0.0232831916,9999.3507504149,9999.3186953778
valid3813,1819,108357,18,-66767,1,-0.0120945574,8.3765805388,9997.2617871143,5.3065997853
valid3814,5657,47887,100216,-26878,-15756,-0.0118437334,-0.0047728478,9999.1017169304,9999.1140997273
valid3815,4839,49738,76060,-14523,-32035,-0.0723289936,-0.0064062823,9998.9702349797,9998.9673700233
valid3816,1991,42579,1,-39768,0,-0.017579106,0.5168257157,9997.3615830876,0.4997168151
valid3817,7556,31597,46610,-80190,-71133,-0.0034409741,-0.0023822128,9999.3411648367,9999.3419932532
valid3818,461,1,26622,0,-33531,0.535791757,-0.0021691974,0.4987173048,9989.1652285423
valid3819,2037,1,21336,0,-34198,0.4462444772,0.0186548846,0.497101945,9997.5518296135
valid3820,6437,8,121208,1,-132120,5.4941743048,0.0015535187,1.9408301676,9999.2245325703
valid3821,2825,44956,325454,-45637,-17892,0.0028318584,0.0017699115,9998.2325529389,9998.2267003809
valid3822,6521,131914,34876,-139915,-13329,-0.0450851096,-0.0039871185,9999.2641404515,9999.2334344273
valid3823,1107,30072,25464,-43025,-21737,0.0063233966,0.0045167118,9995.474678917,9995.4833304355
valid3824,7332,6461,1,-20234,0,-0.1092471358,0.5328696127,9999.2409244055,0.4989184187
valid3825,694,70854,34472,-18638,-56076,0.0144092219,0,9992.8011461347,9992.8013754167
valid3826,1449,17911,44119,-150860,-23186,-0.005521049,-0.0545203589,9996.5548382185,9996.6426449899
valid3827,4479,138883,14381,-24603,-108748,0.0037954901,-0.0024559053,9998.8777895767,9998.8772430991
valid3828,530,26828,28301,-18536,-43308,0.0113207547,0.0075471698,9990.58862148,9990.5555686235
valid3829,1802,66901,5970,-28232,-22470,0.0416204218,-0.1320754717,9997.1252362839,9997.1562057573
valid3830,6583,13302,17426,-14444,-15799,0.0016709707,-0.0053167249,9999.2269752635,9999.2509889081
valid3831,7751,17413,1,-27404,0,-0.0109663269,0.703909173,9999.3392556968,0.4565315424
valid3832,5507,253248,12,-27413,1,-0.0145269657,6.8483747957,9999.0966229402,3.3106898014
valid3833,730,17,7114,1,-22650,9.2178082192,0.001369863,4.6115353419,9993.1584158691
valid3834,4615,1,49555,0,-27259,0.4842903575,-0.0026002167,0.4997531462,9998.918690769
valid3835,4539,44894,31085,-45467,-33981,0,0.0112359551,9998.9060700844,9998.9019768006
valid3836,6298,37268,7,-15864,1,-0.0311209908,3.7592886631,9999.2163453812,0.913457623
valid3837,878,26824,1,-23126,0,0.0535307517,0.6093394077,9994.152723867,0.4878984463
valid3838,530,28157,36037,-31586,-22833,-0.0037735849,0.020754717,9990.5629782624,9990.5855494222
valid3839,1442,30792,29535,-82511,-68359,-0.0027739251,-0.0117891817,9996.5163965537,9996.5377793893
valid3840,1365,1,1,0,0,0.2336996337,0.4124542125,0.4231833112,0.4922760761
valid3841,1045,34851,27,-20630,1,-0.0535885167,18.5244019139,9995.2421080753,6.5788284287
valid3842,5595,1,1,0,0,0.5304736372,0.2066130474,0.4990704935,0.404875408
valid3843,5203,1,65467,0,-60997,0.5954257159,-0.011147415,0.4908094668,9999.0379920833
valid3844,1045,4,3,1,1,3.4488038278,1.9779904306,0.9696400974,0.7218356318
valid3845,2695,35581,22354,-30380,-23997,-0.294619666,0.0141001855,9998.1091106902,9998.1947616098
valid3846,3275,21685,1,-11694,0,0.0003053435,0.321221374,9998.4702307613,0.4669456102
valid3847,1392,11819,50582,-57317,-26871,0.0287356322,-0.0043103448,9996.3951359823,9996.4052332639
valid3848,3699,32362,1,-34812,0,0.0832657475,0.8869964855,9998.7131641931,0.3165970944
valid3849,2722,39219,1,-33214,0,0.0022042616,0.0635562087,9998.1516342468,0.2439606874
valid3850,1455,6,76021,1,-25587,3.7690721649,-0.0082474227,1.8999743618,9996.5592023377
valid3851,3869,146120,42850,-36336,-44230,0.0025846472,0.0012923236,9998.7052789398,9998.7100549126
valid3852,7023,113609,15645,-17947,-25000,0.011675922,0.0005695572,9999.278118904,9999.2978832115
valid3853,218,1,40298,0,-18145,0.7981651376,0.0091743119,0.4013695937,9976.9909976349
valid3854,1130,11570,76198,-17664,-29910,-0.0044247788,-0.0221238938,9995.5792695375,9995.6396815248
valid3855,5653,6,56515,1,-35617,2.7534052715,0.00318415,2.0173599556,9999.1189108387
valid3856,1011,54076,29072,-31036,-33869,-0.0009891197,0.0039564787,9995.0536795146,9995.0406935075
valid3857,2016,50393,29149,-17932,-42253,0.0009920635,-0.0238095238,9997.5122021998,9997.4614296396
valid3858,530,16109,35066,-23857,-25009,-0.0075471698,-0.0169811321,9990.5721990332,9990.5685264075
valid3859,818,48654,23191,-32854,-65364,0.0061124694,0.0134474328,9993.875176709,9993.8737386571
valid3860,2098,1,13561,0,-9187,0.6458531935,-0.0872259295,0.4782539555,9997.4785087256
valid3861,683,21,15154,1,-48995,10.0614934114,0.027818448,5.4223410304,9992.6986037685
valid3862,1584,20353,47144,-29628,-25246,-0.0082070707,0.0044191919,9996.8371213659,9996.8364155895
valid3863,530,28157,18041,-31586,-27981,-0.0037735849,0.0169811321,9990.5629782624,9990.5513333847
valid3864,6590,82171,8,-33475,1,-0.0007587253,3.9078907436,9999.2452615716,2.3920419935
valid3865,4719,31636,648237,-39054,-744,0.0029667302,0.0464081373,9998.9500928606,9998.9373017328
valid3866,638,20395,1,-48214,0,0.0156739812,0.7946708464,9992.1413318037,0.4039419417
valid3867,530,38858,21388,-50380,-27430,-0.0132075472,0.0056603774,9990.5532034591,9990.5465626623
valid3868,5507,10154,16,-40014,1,0.0078082441,9.0697294353,9999.0885925568,4.081857709
valid3869,1038,7629,55729,-67712,-24616,-0.0057803468,-0.0086705202,9995.17136427,9995.2009209334
valid3870,4686,365917,37915,-14627,-36011,0.0010670081,-0.0057618438,9998.9263718475,9998.9284362586
valid3871,3106,72517,35988,-21759,-9551,0.00257566,0.1101094656,9998.3864328268,9998.2847024102
valid3872,1015,93256,50446,-25363,-19251,-0.0167487685,0.1044334975,9995.0946248803,9995.0719791754
valid3873,3842,88398,18735,-7305,-26739,0.0114523686,0.0020822488,9998.6862894174,9998.6937706224
valid3874,3336,1,1,0,0,0.5917266187,0.3351318945,0.4915142189,0.4720365534
valid3875,1100,31208,50769,-27000,-17806,0.0045454545,0.0118181818,9995.4455847277,9995.4527459807
valid3876,1015,43591,53152,-24403,-32158,-0.0492610837,0.0009852217,9995.0492686773,9995.065159461
valid3877,7018,7,1,1,0,4.6033057851,0.5666856654,1.3720536092,0.4955330685
valid3878,5221,47754,49843,-46905,-34064,0.0022984103,0.06493009,9999.039312444,9998.983209454
valid3879,575,25194,28744,-86081,-34801,0.0086956522,0.0434782609,9991.3100189033,9991.3347909174
valid3880,2919,180312,1,-122191,0,-0.0082219938,0.4905789654,9998.289953167,0.4999112362
valid3881,7798,1,14,0,1,0.736214414,7.5955373173,0.4406844116,3.7896459399
valid3882,6895,105739,1,-45820,0,0.0001450326,0.3448875997,9999.2775507924,0.475331614
valid3883,3055,29674,48044,-30703,-95079,-0.2081833061,0.0029459902,9998.4297296357,9998.3610604397
valid3884,2039,50175,115931,-13034,-21458,0.0014713095,-0.0024521824,9997.5486703435,9997.5524616595
valid3885,629,46359,19992,-26075,-46259,-0.1653418124,-0.0015898251,9992.0354671665,9992.0352417242
valid3886,732,227840,42366,-3641,-41674,-0.0109289617,0.0232240437,9993.1645092892,9993.1795413216
valid3887,2534,1,167268,0,-23603,0.5071033938,0.0157853197,0.4999495392,9998.0214720174
valid3888,6658,26534,38596,-8283,-26405,0.0398017423,0.0034544908,9999.0693924939,9999.2428049534
