SampleID,A->B,B->A,A-B or A|B
valid1137,0.536390,0.379852,0.083759
valid1138,0.467022,0.382290,0.150688
valid1139,0.098237,0.487586,0.414177
valid1140,0.232807,0.460162,0.307032
valid1141,0.325876,0.480051,0.194073
valid1142,0.955031,0.000187,0.044782
valid1143,0.041412,0.835735,0.122852
valid1144,0.645005,0.160468,0.194527
valid1145,0.065882,0.032706,0.901412
valid1146,0.175204,0.035967,0.788830
valid1147,0.124895,0.362474,0.512630
valid1148,0.510006,0.054739,0.435255
valid1149,0.435723,0.126903,0.437374
valid1150,0.029900,0.841256,0.128844
valid1151,0.266492,0.058454,0.675054
valid1152,0.742728,0.215806,0.041466
valid1153,0.629572,0.278873,0.091555
valid1154,0.286701,0.361728,0.351571
valid1155,0.423432,0.370890,0.205678
valid1156,0.636398,0.306915,0.056686
valid1157,0.215850,0.126356,0.657794
valid1158,0.596309,0.333566,0.070126
valid1159,0.131203,0.502814,0.365983
valid1160,0.356602,0.231878,0.411520
valid1161,0.367653,0.156837,0.475510
valid1162,0.269302,0.241733,0.488965
valid1163,0.283365,0.459864,0.256771
valid1164,0.027007,0.327840,0.645154
valid1165,0.043102,0.760082,0.196816
valid1166,0.060191,0.281245,0.658564
valid1167,0.481808,0.421981,0.096211
valid1168,0.909122,0.077762,0.013116
valid1169,0.252958,0.026200,0.720843
valid1170,0.223135,0.001589,0.775276
valid1171,0.011699,0.523399,0.464902
valid1172,0.377292,0.414910,0.207798
valid1173,0.736518,0.095037,0.168445
valid1174,0.060472,0.733921,0.205607
valid1175,0.324971,0.171594,0.503435
valid1176,0.548591,0.160939,0.290470
valid1177,0.818863,0.168948,0.012189
valid1178,0.070020,0.663575,0.266405
valid1179,0.313953,0.658572,0.027475
valid1180,0.839799,0.089952,0.070249
valid1181,0.274618,0.635383,0.089999
valid1182,0.034276,0.519974,0.445749
valid1183,0.119075,0.533123,0.347802
valid1184,0.874035,0.019742,0.106224
valid1185,0.209682,0.249504,0.540814
valid1186,0.536367,0.240349,0.223284
valid1187,0.138137,0.217464,0.644399
valid1188,0.370845,0.110435,0.518720
valid1189,0.171710,0.284878,0.543412
valid1190,0.436470,0.400823,0.162706
valid1191,0.189427,0.739368,0.071205
valid1192,0.449769,0.263832,0.286399
valid1193,0.261172,0.176679,0.562149
valid1194,0.798236,0.172371,0.029393
valid1195,0.864678,0.091607,0.043715
valid1196,0.551745,0.412590,0.035666
valid1197,0.686122,0.027856,0.286022
valid1198,0.359935,0.438156,0.201909
valid1199,0.098698,0.418170,0.483132
valid1200,0.368022,0.536507,0.095471
valid1201,0.865684,0.027686,0.106631
valid1202,0.212841,0.261229,0.525930
valid1203,0.536933,0.306456,0.156611
valid1204,0.289014,0.505899,0.205087
valid1205,0.812670,0.121341,0.065989
valid1206,0.321014,0.153376,0.525611
valid1207,0.145360,0.557047,0.297593
valid1208,0.322798,0.236042,0.441160
valid1209,0.208964,0.476467,0.314569
valid1210,0.149347,0.264352,0.586301
valid1211,0.340205,0.017925,0.641869
valid1212,0.112437,0.717263,0.170300
valid1213,0.875049,0.069799,0.055152
valid1214,0.628893,0.096545,0.274563
valid1215,0.486822,0.434108,0.079070
valid1216,0.595064,0.121304,0.283633
valid1217,0.369078,0.103063,0.527859
valid1218,0.603296,0.333031,0.063673
valid1219,0.168456,0.714387,0.117157
valid1220,0.067772,0.557000,0.375228
valid1221,0.723494,0.244606,0.031900
valid1222,0.259667,0.689419,0.050914
valid1223,0.830896,0.156243,0.012861
valid1224,0.427792,0.035662,0.536546
valid1225,0.517052,0.243016,0.239932
valid1226,0.751946,0.006856,0.241198
valid1227,0.094961,0.539865,0.365175
valid1228,0.162360,0.052726,0.784914
valid1229,0.195825,0.549318,0.254856
valid1230,0.614210,0.370061,0.015730
valid1231,0.503737,0.176819,0.319443
valid1232,0.110277,0.603723,0.285999
valid1233,0.162766,0.402087,0.435147
valid1234,0.251763,0.652562,0.095675
valid1235,0.697332,0.269707,0.032961
valid1236,0.042095,0.545731,0.412174
valid1237,0.484200,0.265234,0.250566
valid1238,0.471633,0.066456,0.461911
valid1239,0.659608,0.330897,0.009495
valid1240,0.266897,0.102564,0.630539
valid1241,0.205162,0.060682,0.734156
valid1242,0.193928,0.325046,0.481026
valid1243,0.257060,0.446221,0.296719
valid1244,0.077985,0.549492,0.372524
valid1245,0.446223,0.381518,0.172259
valid1246,0.155399,0.436990,0.407611
valid1247,0.476909,0.453197,0.069895
valid1248,0.138557,0.591019,0.270424
valid1249,0.211188,0.561757,0.227055
valid1250,0.152804,0.390652,0.456544
valid1251,0.080685,0.246088,0.673226
valid1252,0.108114,0.555801,0.336085
valid1253,0.131522,0.138003,0.730475
valid1254,0.290456,0.022935,0.686608
valid1255,0.755198,0.217602,0.027200
valid1256,0.596044,0.124793,0.279163
valid1257,0.550890,0.207443,0.241667
valid1258,0.225917,0.185871,0.588212
valid1259,0.434811,0.223885,0.341304
valid1260,0.724848,0.211868,0.063284
valid1261,0.665639,0.198226,0.136135
valid1262,0.104328,0.085565,0.810106
valid1263,0.414292,0.054468,0.531239
valid1264,0.069522,0.597897,0.332581
valid1265,0.072158,0.684841,0.243000
valid1266,0.260550,0.027992,0.711458
valid1267,0.256293,0.047330,0.696378
valid1268,0.172432,0.225929,0.601639
valid1269,0.087550,0.621827,0.290623
valid1270,0.126038,0.354308,0.519654
valid1271,0.197826,0.311168,0.491006
valid1272,0.642366,0.309664,0.047970
valid1273,0.303799,0.138870,0.557331
valid1274,0.231001,0.069591,0.699408
valid1275,0.512489,0.119748,0.367763
valid1276,0.487863,0.472859,0.039278
valid1277,0.185993,0.732127,0.081879
valid1278,0.081023,0.445824,0.473153
valid1279,0.127491,0.023744,0.848765
valid1280,0.044310,0.526016,0.429675
valid1281,0.037288,0.755108,0.207604
valid1282,0.110930,0.449759,0.439310
valid1283,0.317940,0.590714,0.091346
valid1284,0.347053,0.300004,0.352943
valid1285,0.368363,0.049053,0.582584
valid1286,0.012173,0.393393,0.594434
valid1287,0.089912,0.033833,0.876255
valid1288,0.196645,0.598702,0.204653
valid1289,0.406399,0.077052,0.516550
valid1290,0.255301,0.541922,0.202778
valid1291,0.064041,0.511511,0.424448
valid1292,0.109580,0.547402,0.343017
valid1293,0.447951,0.478161,0.073888
valid1294,0.118801,0.872603,0.008596
valid1295,0.285785,0.195518,0.518697
valid1296,0.377358,0.404110,0.218532
valid1297,0.424821,0.170450,0.404729
valid1298,0.318942,0.518969,0.162088
valid1299,0.061285,0.408120,0.530595
valid1300,0.021681,0.391268,0.587051
valid1301,0.614873,0.250552,0.134574
valid1302,0.070143,0.616125,0.313732
valid1303,0.098511,0.078420,0.823069
valid1304,0.270597,0.623988,0.105415
valid1305,0.255261,0.017197,0.727542
valid1306,0.271628,0.409849,0.318524
valid1307,0.372559,0.098136,0.529305
valid1308,0.036578,0.678567,0.284854
valid1309,0.594796,0.199586,0.205617
valid1310,0.211486,0.498825,0.289689
valid1311,0.006021,0.715853,0.278125
valid1312,0.268319,0.152139,0.579542
valid1313,0.349652,0.284060,0.366287
valid1314,0.245805,0.238748,0.515447
valid1315,0.077869,0.745522,0.176610
valid1316,0.128876,0.560308,0.310816
valid1317,0.035699,0.603493,0.360808
valid1318,0.094754,0.664789,0.240458
valid1319,0.856898,0.039961,0.103141
valid1320,0.608408,0.077831,0.313761
valid1321,0.014295,0.507087,0.478618
valid1322,0.696314,0.246592,0.057094
valid1323,0.132541,0.496170,0.371289
valid1324,0.193828,0.061134,0.745038
valid1325,0.235547,0.148955,0.615498
valid1326,0.021254,0.368492,0.610254
valid1327,0.805089,0.109761,0.085150
valid1328,0.145867,0.014735,0.839398
valid1329,0.008397,0.964580,0.027023
valid1330,0.166867,0.161375,0.671758
valid1331,0.464972,0.041157,0.493870
valid1332,0.211913,0.451546,0.336541
valid1333,0.345562,0.082892,0.571546
valid1334,0.665783,0.085205,0.249012
valid1335,0.893922,0.075297,0.030781
valid1336,0.073798,0.482405,0.443797
valid1337,0.743489,0.119079,0.137432
valid1338,0.403862,0.589680,0.006458
valid1339,0.575661,0.103072,0.321267
valid1340,0.758571,0.034055,0.207374
valid1341,0.358393,0.402827,0.238780
valid1342,0.308108,0.681914,0.009978
valid1343,0.368075,0.197776,0.434149
valid1344,0.055533,0.485281,0.459186
valid1345,0.323554,0.421225,0.255222
valid1346,0.190583,0.687032,0.122385
valid1347,0.542514,0.015713,0.441773
valid1348,0.090651,0.332467,0.576883
valid1349,0.774546,0.015406,0.210049
valid1350,0.089915,0.906654,0.003431
valid1351,0.165943,0.773334,0.060723
valid1352,0.479877,0.489383,0.030740
valid1353,0.732095,0.035238,0.232667
valid1354,0.351994,0.135964,0.512043
valid1355,0.625443,0.350937,0.023619
valid1356,0.775887,0.128370,0.095743
valid1357,0.568983,0.270226,0.160790
valid1358,0.530651,0.046177,0.423173
valid1359,0.340097,0.005572,0.654331
valid1360,0.026677,0.296422,0.676901
valid1361,0.223496,0.290297,0.486208
valid1362,0.000985,0.130111,0.868904
valid1363,0.191199,0.321810,0.486991
valid1364,0.151838,0.513243,0.334919
valid1365,0.213533,0.139627,0.646840
valid1366,0.282989,0.513624,0.203387
valid1367,0.737294,0.003091,0.259615
valid1368,0.796350,0.164409,0.039242
valid1369,0.343412,0.253831,0.402757
valid1370,0.280391,0.317228,0.402381
valid1371,0.201364,0.132093,0.666543
valid1372,0.134232,0.762111,0.103656
valid1373,0.321640,0.590035,0.088324
valid1374,0.333698,0.636818,0.029484
valid1375,0.050981,0.219597,0.729422
valid1376,0.367091,0.556197,0.076712
valid1377,0.063926,0.715562,0.220512
valid1378,0.362423,0.101097,0.536480
valid1379,0.152885,0.742384,0.104732
valid1380,0.413280,0.002028,0.584692
valid1381,0.402132,0.453310,0.144558
valid1382,0.052135,0.262450,0.685415
valid1383,0.245704,0.601290,0.153007
valid1384,0.344789,0.475802,0.179409
valid1385,0.812140,0.123427,0.064433
valid1386,0.387312,0.361171,0.251516
valid1387,0.464549,0.134884,0.400567
valid1388,0.288359,0.028025,0.683616
valid1389,0.359450,0.400075,0.240475
valid1390,0.569224,0.318535,0.112241
valid1391,0.634043,0.128331,0.237626
valid1392,0.291294,0.294728,0.413977
valid1393,0.325598,0.631104,0.043298
valid1394,0.044483,0.414081,0.541436
valid1395,0.298667,0.385395,0.315938
valid1396,0.086948,0.028800,0.884251
valid1397,0.583494,0.159205,0.257301
valid1398,0.186581,0.517387,0.296032
valid1399,0.811559,0.072089,0.116352
valid1400,0.099103,0.082816,0.818081
valid1401,0.928513,0.054608,0.016879
valid1402,0.401255,0.451167,0.147577
valid1403,0.011230,0.533457,0.455313
valid1404,0.399876,0.473806,0.126318
valid1405,0.259508,0.640612,0.099880
valid1406,0.220919,0.369054,0.410027
valid1407,0.768023,0.104483,0.127494
valid1408,0.111679,0.424579,0.463742
valid1409,0.322788,0.634588,0.042624
valid1410,0.113946,0.180138,0.705916
valid1411,0.417799,0.571470,0.010731
valid1412,0.323119,0.480003,0.196878
valid1413,0.088862,0.507238,0.403900
valid1414,0.131663,0.162271,0.706066
valid1415,0.588889,0.203249,0.207862
valid1416,0.212806,0.131203,0.655991
valid1417,0.445932,0.314363,0.239705
valid1418,0.375584,0.107661,0.516755
valid1419,0.547260,0.242189,0.210551
valid1420,0.106728,0.771515,0.121757
valid1421,0.418555,0.277699,0.303747
valid1422,0.819765,0.003756,0.176479
valid1423,0.748485,0.180880,0.070635
valid1424,0.140943,0.457429,0.401628
valid1425,0.364846,0.364627,0.270527
valid1426,0.668272,0.325964,0.005764
valid1427,0.600004,0.326437,0.073559
valid1428,0.478734,0.379947,0.141319
valid1429,0.799233,0.004815,0.195952
valid1430,0.117946,0.702705,0.179349
valid1431,0.093380,0.793782,0.112838
valid1432,0.100532,0.705123,0.194345
valid1433,0.028442,0.869932,0.101625
valid1434,0.453090,0.002563,0.544347
valid1435,0.597723,0.128538,0.273739
valid1436,0.511189,0.201365,0.287446
valid1437,0.319203,0.570174,0.110623
valid1438,0.268087,0.304241,0.427672
valid1439,0.687272,0.091684,0.221044
valid1440,0.431501,0.035232,0.533267
valid1441,0.235105,0.725249,0.039646
valid1442,0.007114,0.986919,0.005967
valid1443,0.188704,0.418395,0.392901
valid1444,0.187282,0.080020,0.732698
valid1445,0.085772,0.099190,0.815039
valid1446,0.367291,0.287602,0.345107
valid1447,0.767919,0.095748,0.136333
valid1448,0.356690,0.584261,0.059049
valid1449,0.310297,0.618264,0.071440
valid1450,0.169652,0.704522,0.125826
valid1451,0.593847,0.349842,0.056311
valid1452,0.339244,0.453664,0.207092
valid1453,0.471029,0.208508,0.320463
valid1454,0.398355,0.321970,0.279675
valid1455,0.077462,0.098163,0.824375
valid1456,0.533595,0.397064,0.069341
valid1457,0.649439,0.096901,0.253660
valid1458,0.202595,0.221745,0.575660
valid1459,0.555416,0.412720,0.031864
valid1460,0.156339,0.113133,0.730528
valid1461,0.117042,0.058693,0.824265
valid1462,0.244067,0.357699,0.398234
valid1463,0.472455,0.508354,0.019190
valid1464,0.111003,0.879825,0.009171
valid1465,0.064794,0.598431,0.336775
valid1466,0.433051,0.292355,0.274594
valid1467,0.820952,0.091788,0.087260
valid1468,0.058322,0.329361,0.612317
valid1469,0.795483,0.019775,0.184742
valid1470,0.352563,0.373861,0.273576
valid1471,0.573868,0.079946,0.346186
valid1472,0.357826,0.071821,0.570354
valid1473,0.137983,0.582750,0.279267
valid1474,0.128421,0.354694,0.516885
valid1475,0.002534,0.806885,0.190581
valid1476,0.587697,0.014271,0.398032
valid1477,0.098472,0.378869,0.522659
valid1478,0.556723,0.360788,0.082489
valid1479,0.268398,0.031180,0.700421
valid1480,0.651934,0.019395,0.328672
valid1481,0.046438,0.840343,0.113219
valid1482,0.298756,0.122351,0.578893
valid1483,0.918176,0.077701,0.004123
valid1484,0.685892,0.244596,0.069512
valid1485,0.153035,0.138802,0.708163
valid1486,0.011067,0.664754,0.324178
valid1487,0.202332,0.583659,0.214010
valid1488,0.425267,0.535894,0.038839
valid1489,0.084776,0.679545,0.235679
valid1490,0.298994,0.664496,0.036510
valid1491,0.308007,0.029431,0.662562
valid1492,0.134116,0.408123,0.457761
valid1493,0.189979,0.510490,0.299532
valid1494,0.129135,0.439653,0.431212
valid1495,0.047177,0.352496,0.600327
valid1496,0.550959,0.065330,0.383710
valid1497,0.285802,0.690272,0.023926
valid1498,0.005091,0.002557,0.992352
valid1499,0.535833,0.083629,0.380538
valid1500,0.028432,0.893341,0.078227
valid1501,0.176645,0.452547,0.370808
valid1502,0.420591,0.448317,0.131092
valid1503,0.720671,0.111347,0.167981
valid1504,0.284316,0.177845,0.537839
valid1505,0.115113,0.623202,0.261685
valid1506,0.298988,0.606651,0.094361
valid1507,0.229907,0.458148,0.311945
valid1508,0.065930,0.433993,0.500077
valid1509,0.861367,0.122851,0.015782
valid1510,0.029196,0.657499,0.313305
valid1511,0.021798,0.664031,0.314171
valid1512,0.064297,0.155464,0.780239
valid1513,0.574564,0.219343,0.206094
valid1514,0.049874,0.353201,0.596925
valid1515,0.250724,0.411354,0.337922
valid1516,0.398712,0.453140,0.148148
valid1517,0.080833,0.007922,0.911245
valid1518,0.131743,0.238318,0.629939
valid1519,0.051232,0.051582,0.897186
valid1520,0.151664,0.577948,0.270388
valid1521,0.067694,0.717297,0.215009
valid1522,0.228910,0.357090,0.414000
valid1523,0.184751,0.745551,0.069698
valid1524,0.144427,0.743081,0.112492
valid1525,0.767296,0.213079,0.019625
valid1526,0.515575,0.369760,0.114666
valid1527,0.345165,0.050712,0.604123
valid1528,0.061428,0.203687,0.734885
valid1529,0.153908,0.255345,0.590747
valid1530,0.695448,0.023073,0.281479
valid1531,0.004535,0.582455,0.413011
valid1532,0.263868,0.668332,0.067800
valid1533,0.204533,0.598540,0.196928
valid1534,0.877697,0.050161,0.072141
valid1535,0.435526,0.505789,0.058684
valid1536,0.416389,0.111571,0.472040
valid1537,0.156231,0.777796,0.065973
valid1538,0.150043,0.789003,0.060954
valid1539,0.338889,0.631169,0.029942
valid1540,0.242839,0.164092,0.593070
valid1541,0.416266,0.028875,0.554859
valid1542,0.912537,0.051968,0.035494
valid1543,0.396494,0.388152,0.215354
valid1544,0.765661,0.075351,0.158988
valid1545,0.012139,0.844996,0.142864
valid1546,0.148830,0.591571,0.259599
valid1547,0.151305,0.584522,0.264173
valid1548,0.710359,0.226726,0.062916
valid1549,0.071980,0.055121,0.872899
valid1550,0.614464,0.350911,0.034625
valid1551,0.045463,0.904141,0.050396
valid1552,0.318510,0.220429,0.461061
valid1553,0.318029,0.258796,0.423174
valid1554,0.650301,0.119699,0.230000
valid1555,0.660190,0.088262,0.251548
valid1556,0.471475,0.486535,0.041990
valid1557,0.535998,0.263873,0.200128
valid1558,0.866198,0.000211,0.133591
valid1559,0.761833,0.105937,0.132230
valid1560,0.160381,0.651703,0.187916
valid1561,0.141727,0.691781,0.166492
valid1562,0.086852,0.202106,0.711042
valid1563,0.334425,0.279185,0.386390
valid1564,0.418466,0.409459,0.172074
valid1565,0.112608,0.018514,0.868877
valid1566,0.181335,0.556045,0.262620
valid1567,0.283290,0.650412,0.066298
valid1568,0.014755,0.528700,0.456545
valid1569,0.696150,0.282499,0.021351
valid1570,0.794049,0.026387,0.179564
valid1571,0.771991,0.081701,0.146308
valid1572,0.349714,0.530132,0.120154
valid1573,0.089015,0.438756,0.472229
valid1574,0.704311,0.031487,0.264202
valid1575,0.230758,0.492344,0.276898
valid1576,0.158863,0.001973,0.839164
valid1577,0.331799,0.172221,0.495980
valid1578,0.088402,0.205681,0.705918
valid1579,0.112115,0.167802,0.720082
valid1580,0.330390,0.512256,0.157355
valid1581,0.240813,0.690466,0.068721
valid1582,0.078529,0.739381,0.182091
valid1583,0.028054,0.403908,0.568038
valid1584,0.410308,0.133794,0.455898
valid1585,0.009387,0.261105,0.729508
valid1586,0.112466,0.061689,0.825845
valid1587,0.138453,0.318148,0.543399
valid1588,0.085775,0.645541,0.268684
valid1589,0.508042,0.437816,0.054142
valid1590,0.678578,0.216016,0.105407
valid1591,0.153178,0.646136,0.200685
valid1592,0.597569,0.232933,0.169499
valid1593,0.594060,0.195904,0.210035
valid1594,0.492411,0.411720,0.095869
valid1595,0.421713,0.292802,0.285484
valid1596,0.059423,0.630463,0.310114
valid1597,0.335920,0.610179,0.053901
valid1598,0.561840,0.221027,0.217132
valid1599,0.133193,0.536333,0.330474
valid1600,0.144513,0.074489,0.780998
valid1601,0.191320,0.584180,0.224500
valid1602,0.233563,0.683907,0.082530
valid1603,0.025036,0.295926,0.679038
valid1604,0.412272,0.102791,0.484936
valid1605,0.339504,0.400199,0.260297
valid1606,0.391344,0.001767,0.606889
valid1607,0.520227,0.037348,0.442425
valid1608,0.073224,0.514938,0.411839
valid1609,0.315524,0.402328,0.282148
valid1610,0.038578,0.555764,0.405659
valid1611,0.565719,0.264494,0.169787
valid1612,0.686266,0.098201,0.215533
valid1613,0.174918,0.055052,0.770029
valid1614,0.398484,0.587496,0.014020
valid1615,0.293760,0.343404,0.362836
valid1616,0.478424,0.360589,0.160987
valid1617,0.036931,0.650685,0.312384
valid1618,0.249432,0.253607,0.496961
valid1619,0.877292,0.036753,0.085955
valid1620,0.499580,0.093623,0.406797
valid1621,0.176936,0.794583,0.028481
valid1622,0.035668,0.636810,0.327521
valid1623,0.702748,0.018175,0.279077
valid1624,0.246653,0.212951,0.540396
valid1625,0.194502,0.494439,0.311059
valid1626,0.148742,0.843708,0.007550
valid1627,0.076814,0.838734,0.084452
valid1628,0.420492,0.070917,0.508591
valid1629,0.275516,0.656531,0.067953
valid1630,0.473182,0.216153,0.310664
valid1631,0.253674,0.660190,0.086135
valid1632,0.005381,0.714554,0.280065
valid1633,0.029854,0.556602,0.413544
valid1634,0.229546,0.076171,0.694283
valid1635,0.782990,0.028994,0.188016
valid1636,0.475656,0.029666,0.494677
valid1637,0.109190,0.709332,0.181478
valid1638,0.326272,0.535824,0.137904
valid1639,0.392945,0.295218,0.311837
valid1640,0.751711,0.107785,0.140504
valid1641,0.031557,0.208594,0.759849
