SampleID,A->B,B->A,A-B,A|B
valid1645,0.263794,0.001075,0.412089,0.323042
valid1646,0.226778,0.387918,0.006433,0.378870
valid1647,0.159402,0.096636,0.708782,0.035180
valid1648,0.120524,0.172250,0.133781,0.573445
valid1649,0.259973,0.442056,0.247356,0.050615
valid1650,0.265272,0.685654,0.017555,0.031519
valid1651,0.258261,0.086368,0.203483,0.451888
valid1652,0.144694,0.415137,0.027022,0.413147
valid1653,0.076173,0.219695,0.664185,0.039947
valid1654,0.006536,0.421141,0.429650,0.142673
valid1655,0.142815,0.217667,0.385981,0.253537
valid1656,0.194858,0.573628,0.118106,0.113408
valid1657,0.046688,0.418315,0.197170,0.337827
valid1658,0.093840,0.609174,0.070047,0.226939
valid1659,0.058427,0.840612,0.019723,0.081239
valid1660,0.068088,0.118028,0.193571,0.620313
valid1661,0.645483,0.006917,0.233723,0.113877
valid1662,0.255008,0.496747,0.187535,0.060710
valid1663,0.152804,0.411713,0.218584,0.216900
valid1664,0.242305,0.132094,0.366479,0.259122
valid1665,0.075192,0.286568,0.142514,0.495726
valid1666,0.827818,0.011620,0.054275,0.106287
valid1667,0.072314,0.010374,0.264242,0.653070
valid1668,0.491735,0.125803,0.206360,0.176102
valid1669,0.259026,0.531543,0.076572,0.132858
valid1670,0.442645,0.024445,0.107045,0.425864
valid1671,0.119219,0.121752,0.593896,0.165133
valid1672,0.106821,0.139140,0.567223,0.186816
valid1673,0.407298,0.084291,0.137180,0.371231
valid1674,0.274708,0.225965,0.174353,0.324974
valid1675,0.151906,0.017810,0.436483,0.393800
valid1676,0.466766,0.266028,0.086761,0.180446
valid1677,0.271078,0.231951,0.310229,0.186743
valid1678,0.414935,0.360535,0.146573,0.077956
valid1679,0.216049,0.042616,0.643213,0.098122
valid1680,0.000521,0.488062,0.174859,0.336558
valid1681,0.679057,0.283336,0.015653,0.021954
valid1682,0.280182,0.199590,0.147481,0.372747
valid1683,0.222969,0.081032,0.294011,0.401988
valid1684,0.283513,0.211012,0.128379,0.377096
valid1685,0.622499,0.094271,0.012898,0.270331
valid1686,0.032213,0.221790,0.642568,0.103428
valid1687,0.032986,0.295527,0.476099,0.195388
valid1688,0.132282,0.331846,0.246366,0.289506
valid1689,0.087610,0.572959,0.196372,0.143059
valid1690,0.453340,0.010741,0.359988,0.175932
valid1691,0.625095,0.046422,0.286990,0.041493
valid1692,0.161118,0.430440,0.223672,0.184769
valid1693,0.054718,0.286583,0.431298,0.227401
valid1694,0.120477,0.261046,0.276734,0.341743
valid1695,0.161613,0.023277,0.541610,0.273499
valid1696,0.140529,0.103725,0.568552,0.187194
valid1697,0.087887,0.173137,0.408574,0.330402
valid1698,0.386249,0.330014,0.258211,0.025525
valid1699,0.432754,0.089016,0.303605,0.174626
valid1700,0.105357,0.380946,0.054424,0.459273
valid1701,0.289805,0.345650,0.246440,0.118104
valid1702,0.211488,0.404892,0.277275,0.106345
valid1703,0.045196,0.482590,0.319457,0.152757
valid1704,0.099241,0.234548,0.013320,0.652891
valid1705,0.241631,0.045649,0.179714,0.533006
valid1706,0.156710,0.069063,0.728098,0.046130
valid1707,0.171201,0.274563,0.431136,0.123100
valid1708,0.097866,0.192222,0.437143,0.272769
valid1709,0.117380,0.507810,0.203377,0.171433
valid1710,0.748741,0.143630,0.003617,0.104012
valid1711,0.041638,0.146729,0.608965,0.202668
valid1712,0.186814,0.395312,0.184048,0.233826
valid1713,0.133413,0.033134,0.632004,0.201449
valid1714,0.663894,0.325763,0.006929,0.003415
valid1715,0.043138,0.185668,0.501386,0.269808
valid1716,0.365535,0.418343,0.076121,0.140001
valid1717,0.350272,0.389299,0.167554,0.092876
valid1718,0.338032,0.393324,0.228751,0.039893
valid1719,0.489606,0.117232,0.209785,0.183376
valid1720,0.129910,0.140911,0.335945,0.393233
valid1721,0.298075,0.002139,0.029038,0.670748
valid1722,0.168818,0.278051,0.389472,0.163659
valid1723,0.307319,0.126263,0.149856,0.416561
valid1724,0.337287,0.134141,0.102944,0.425628
valid1725,0.066443,0.610543,0.000385,0.322629
valid1726,0.289650,0.108506,0.337692,0.264152
valid1727,0.466004,0.343700,0.176406,0.013890
valid1728,0.084519,0.106702,0.386034,0.422744
valid1729,0.396268,0.175359,0.136902,0.291471
valid1730,0.256221,0.119285,0.401386,0.223108
valid1731,0.241891,0.331383,0.066091,0.360635
valid1732,0.243479,0.372406,0.190814,0.193302
valid1733,0.051769,0.294620,0.491938,0.161673
valid1734,0.361556,0.136769,0.031637,0.470038
valid1735,0.006540,0.027278,0.270807,0.695375
valid1736,0.140081,0.326344,0.283555,0.250020
valid1737,0.224074,0.007006,0.603174,0.165746
valid1738,0.116102,0.160958,0.151360,0.571580
valid1739,0.136622,0.240311,0.283556,0.339512
valid1740,0.115882,0.048530,0.027344,0.808244
valid1741,0.301150,0.295815,0.065253,0.337782
valid1742,0.300618,0.225396,0.047867,0.426118
valid1743,0.119701,0.015379,0.214645,0.650275
valid1744,0.661068,0.000597,0.141315,0.197021
valid1745,0.025495,0.782120,0.068580,0.123805
valid1746,0.042160,0.909874,0.032120,0.015847
valid1747,0.122127,0.584855,0.036051,0.256967
valid1748,0.527920,0.374998,0.018917,0.078166
valid1749,0.306747,0.434718,0.001339,0.257196
valid1750,0.077019,0.720938,0.197181,0.004861
valid1751,0.253332,0.149934,0.421857,0.174876
valid1752,0.034388,0.727530,0.118488,0.119593
valid1753,0.214196,0.341977,0.342728,0.101099
valid1754,0.625437,0.142781,0.149277,0.082504
valid1755,0.426761,0.212705,0.143066,0.217467
valid1756,0.026616,0.180065,0.398230,0.395090
valid1757,0.345054,0.503927,0.043982,0.107037
valid1758,0.250103,0.152848,0.321095,0.275955
valid1759,0.146580,0.323871,0.266356,0.263194
valid1760,0.570263,0.015134,0.150257,0.264346
valid1761,0.090592,0.624017,0.148560,0.136832
valid1762,0.110285,0.121845,0.657561,0.110309
valid1763,0.618939,0.105162,0.258695,0.017204
valid1764,0.049203,0.311548,0.469104,0.170145
valid1765,0.093720,0.380504,0.219945,0.305830
valid1766,0.247934,0.103775,0.545679,0.102612
valid1767,0.232436,0.378916,0.226300,0.162349
valid1768,0.059579,0.216775,0.467323,0.256323
valid1769,0.126477,0.357173,0.017591,0.498759
valid1770,0.058460,0.316556,0.266470,0.358514
valid1771,0.075185,0.009370,0.497982,0.417463
valid1772,0.339003,0.002169,0.104825,0.554003
valid1773,0.349983,0.176076,0.222448,0.251494
valid1774,0.165954,0.163113,0.363000,0.307932
valid1775,0.327670,0.093102,0.570347,0.008881
valid1776,0.383002,0.370528,0.075159,0.171311
valid1777,0.174036,0.396569,0.111456,0.317939
valid1778,0.671370,0.039703,0.285464,0.003463
valid1779,0.322730,0.084117,0.532923,0.060229
valid1780,0.122258,0.013597,0.697727,0.166419
valid1781,0.054746,0.216360,0.367829,0.361065
valid1782,0.397923,0.000257,0.590958,0.010862
valid1783,0.446451,0.294764,0.211771,0.047015
valid1784,0.110084,0.167247,0.281319,0.441349
valid1785,0.048300,0.057297,0.646095,0.248308
valid1786,0.734163,0.087735,0.166129,0.011973
valid1787,0.210875,0.657433,0.071932,0.059760
valid1788,0.199606,0.287189,0.056052,0.457152
valid1789,0.083291,0.404078,0.361162,0.151468
valid1790,0.347418,0.054715,0.253078,0.344789
valid1791,0.288946,0.182595,0.270613,0.257845
valid1792,0.664682,0.070210,0.090827,0.174281
valid1793,0.305350,0.304576,0.090983,0.299092
valid1794,0.168198,0.032774,0.680153,0.118876
valid1795,0.216578,0.202498,0.405944,0.174981
valid1796,0.409424,0.046090,0.505447,0.039039
valid1797,0.323972,0.140393,0.020441,0.515195
valid1798,0.060961,0.163679,0.137111,0.638249
valid1799,0.237355,0.121819,0.113142,0.527684
valid1800,0.086377,0.193540,0.212707,0.507376
valid1801,0.391607,0.290917,0.202205,0.115272
valid1802,0.012996,0.215392,0.593856,0.177756
valid1803,0.279291,0.267896,0.392824,0.059989
valid1804,0.129009,0.672531,0.109765,0.088695
valid1805,0.203320,0.146029,0.092212,0.558439
valid1806,0.037496,0.525969,0.384681,0.051854
valid1807,0.341586,0.091544,0.241987,0.324883
valid1808,0.341510,0.242775,0.273565,0.142150
valid1809,0.114239,0.133484,0.020529,0.731748
valid1810,0.102050,0.031127,0.533612,0.333211
valid1811,0.222664,0.017736,0.112886,0.646715
valid1812,0.538709,0.057600,0.131581,0.272110
valid1813,0.017752,0.058264,0.619975,0.304009
valid1814,0.275746,0.199388,0.469938,0.054928
valid1815,0.189913,0.144271,0.188697,0.477119
valid1816,0.709582,0.079506,0.012270,0.198643
valid1817,0.139999,0.101348,0.397042,0.361611
valid1818,0.356463,0.238045,0.090537,0.314955
valid1819,0.689409,0.052768,0.235909,0.021914
valid1820,0.055093,0.413537,0.021987,0.509383
valid1821,0.609569,0.000303,0.166523,0.223605
valid1822,0.421657,0.096699,0.225201,0.256443
valid1823,0.331593,0.056107,0.516189,0.096111
valid1824,0.119176,0.175107,0.227202,0.478515
valid1825,0.206782,0.363869,0.381623,0.047726
valid1826,0.120949,0.194693,0.070129,0.614229
valid1827,0.134213,0.247285,0.321390,0.297113
valid1828,0.437498,0.215684,0.128057,0.218761
valid1829,0.153948,0.028426,0.610782,0.206844
valid1830,0.465472,0.050859,0.464957,0.018712
valid1831,0.129504,0.535076,0.142015,0.193405
valid1832,0.065216,0.225039,0.199823,0.509922
valid1833,0.317487,0.347873,0.045774,0.288865
valid1834,0.845072,0.098954,0.055661,0.000313
valid1835,0.706264,0.078124,0.076340,0.139272
valid1836,0.500673,0.221495,0.244732,0.033100
valid1837,0.847911,0.057369,0.084174,0.010545
valid1838,0.272754,0.104522,0.478910,0.143814
valid1839,0.080019,0.513462,0.313517,0.093003
valid1840,0.507127,0.018833,0.466958,0.007082
valid1841,0.120256,0.180383,0.028368,0.670993
valid1842,0.202431,0.009176,0.022757,0.765635
valid1843,0.285510,0.173183,0.377167,0.164140
valid1844,0.145785,0.174751,0.366811,0.312653
valid1845,0.344703,0.036390,0.545524,0.073383
valid1846,0.110787,0.148556,0.090141,0.650516
valid1847,0.294574,0.606410,0.096332,0.002684
valid1848,0.480901,0.056005,0.267907,0.195187
valid1849,0.151895,0.648447,0.070254,0.129405
valid1850,0.218083,0.024663,0.239121,0.518133
valid1851,0.245290,0.521633,0.033118,0.199959
valid1852,0.022314,0.030767,0.123198,0.823720
valid1853,0.422582,0.112326,0.163811,0.301282
valid1854,0.021949,0.284630,0.542393,0.151028
valid1855,0.064255,0.233941,0.045878,0.655926
valid1856,0.033008,0.472174,0.297727,0.197091
valid1857,0.010972,0.375205,0.100096,0.513727
valid1858,0.320100,0.495671,0.112828,0.071401
valid1859,0.385209,0.078427,0.168530,0.367834
valid1860,0.051325,0.835094,0.040684,0.072897
valid1861,0.282222,0.081648,0.049574,0.586557
valid1862,0.171603,0.539109,0.269388,0.019900
valid1863,0.423133,0.088790,0.082317,0.405760
valid1864,0.158807,0.122643,0.648271,0.070280
valid1865,0.176738,0.007237,0.688888,0.127137
valid1866,0.228836,0.136038,0.250392,0.384735
valid1867,0.270783,0.089505,0.093264,0.546447
valid1868,0.315716,0.287877,0.188831,0.207576
valid1869,0.080009,0.261801,0.457095,0.201095
valid1870,0.005880,0.289978,0.289983,0.414158
valid1871,0.125965,0.117664,0.673654,0.082717
valid1872,0.475177,0.296264,0.088213,0.140346
valid1873,0.013908,0.464894,0.439131,0.082067
valid1874,0.273103,0.174652,0.281585,0.270661
valid1875,0.303248,0.326897,0.078674,0.291182
valid1876,0.498075,0.187601,0.204978,0.109346
valid1877,0.187847,0.131783,0.418491,0.261879
valid1878,0.010664,0.584584,0.353504,0.051248
valid1879,0.728791,0.001775,0.075569,0.193865
valid1880,0.147342,0.370496,0.462195,0.019967
valid1881,0.183003,0.092784,0.336876,0.387337
valid1882,0.149996,0.812096,0.014833,0.023075
valid1883,0.050839,0.202266,0.060267,0.686627
valid1884,0.427052,0.016862,0.362211,0.193875
valid1885,0.166658,0.231902,0.095205,0.506235
valid1886,0.124208,0.462383,0.174242,0.239166
valid1887,0.477383,0.315417,0.114172,0.093027
valid1888,0.084661,0.387865,0.226700,0.300775
valid1889,0.219816,0.124152,0.601371,0.054662
valid1890,0.149293,0.515643,0.139507,0.195558
valid1891,0.026787,0.335959,0.460116,0.177138
valid1892,0.130867,0.046775,0.158727,0.663631
valid1893,0.737141,0.032743,0.105845,0.124271
valid1894,0.507943,0.220483,0.130668,0.140906
valid1895,0.358669,0.376006,0.005683,0.259642
valid1896,0.271412,0.072262,0.174039,0.482287
valid1897,0.185638,0.334905,0.253200,0.226256
valid1898,0.329137,0.116276,0.484571,0.070016
valid1899,0.090049,0.003973,0.236936,0.669042
valid1900,0.254976,0.067462,0.538823,0.138739
valid1901,0.203654,0.625553,0.004049,0.166744
valid1902,0.328223,0.472232,0.072177,0.127368
valid1903,0.039787,0.044934,0.171136,0.744143
valid1904,0.177285,0.262554,0.021709,0.538452
valid1905,0.022009,0.348600,0.112528,0.516863
valid1906,0.559774,0.235781,0.070192,0.134253
valid1907,0.047755,0.455841,0.395257,0.101146
valid1908,0.517000,0.010269,0.310487,0.162244
valid1909,0.185268,0.447752,0.147473,0.219507
valid1910,0.018399,0.027666,0.215540,0.738395
valid1911,0.557769,0.221545,0.040677,0.180009
valid1912,0.215183,0.467419,0.226498,0.090900
valid1913,0.108348,0.372324,0.268643,0.250685
valid1914,0.218613,0.105730,0.599408,0.076249
valid1915,0.063349,0.317545,0.278030,0.341077
valid1916,0.598218,0.250851,0.065466,0.085466
valid1917,0.284523,0.268535,0.420878,0.026064
valid1918,0.261225,0.521431,0.090346,0.126998
valid1919,0.249006,0.033269,0.436892,0.280832
valid1920,0.451626,0.295374,0.098085,0.154915
valid1921,0.144484,0.070474,0.461841,0.323201
valid1922,0.291678,0.484328,0.108676,0.115317
valid1923,0.271997,0.257162,0.313002,0.157840
valid1924,0.032289,0.495620,0.215149,0.256942
valid1925,0.296574,0.162717,0.168212,0.372496
valid1926,0.618909,0.101249,0.034684,0.245158
valid1927,0.172051,0.390783,0.191649,0.245518
valid1928,0.541053,0.091450,0.018732,0.348765
valid1929,0.255953,0.154362,0.458462,0.131223
valid1930,0.160014,0.165123,0.636490,0.038373
valid1931,0.013578,0.583570,0.212070,0.190782
valid1932,0.050378,0.307156,0.331530,0.310937
valid1933,0.025327,0.183750,0.758815,0.032108
valid1934,0.256300,0.630929,0.097685,0.015087
valid1935,0.033605,0.219886,0.653310,0.093199
valid1936,0.224312,0.409032,0.027289,0.339368
valid1937,0.831025,0.008464,0.013386,0.147125
valid1938,0.302644,0.226257,0.115975,0.355125
valid1939,0.109986,0.240213,0.390570,0.259230
valid1940,0.291163,0.178123,0.110798,0.419916
valid1941,0.494133,0.239330,0.245322,0.021215
valid1942,0.160793,0.027531,0.134312,0.677364
valid1943,0.501680,0.000389,0.225303,0.272628
valid1944,0.555802,0.123011,0.011606,0.309581
valid1945,0.009447,0.402815,0.058059,0.529679
valid1946,0.201978,0.021268,0.654113,0.122641
valid1947,0.207483,0.271412,0.010252,0.510853
valid1948,0.136383,0.035007,0.042079,0.786531
valid1949,0.280732,0.597019,0.062840,0.059410
valid1950,0.018070,0.543919,0.355888,0.082123
valid1951,0.312984,0.022088,0.402558,0.262370
valid1952,0.245014,0.000557,0.565473,0.188956
valid1953,0.181627,0.410066,0.292520,0.115787
valid1954,0.417512,0.029036,0.496492,0.056960
valid1955,0.152448,0.098654,0.091313,0.657585
valid1956,0.018884,0.237878,0.441598,0.301640
valid1957,0.124080,0.356372,0.106405,0.413143
valid1958,0.347124,0.478071,0.093317,0.081488
valid1959,0.265146,0.382765,0.238583,0.113507
valid1960,0.019632,0.155605,0.788880,0.035883
valid1961,0.048396,0.414595,0.108898,0.428110
valid1962,0.603045,0.037091,0.317467,0.042397
valid1963,0.228247,0.118748,0.624645,0.028359
valid1964,0.440576,0.000098,0.214121,0.345204
valid1965,0.508141,0.190844,0.074626,0.226389
valid1966,0.236492,0.532111,0.141808,0.089590
valid1967,0.382671,0.051520,0.195104,0.370705
valid1968,0.166256,0.006604,0.116074,0.711066
valid1969,0.140851,0.707873,0.122990,0.028285
valid1970,0.714256,0.219462,0.059921,0.006361
valid1971,0.059914,0.487116,0.381567,0.071404
valid1972,0.042534,0.099369,0.627244,0.230854
valid1973,0.636347,0.102940,0.213998,0.046715
valid1974,0.323738,0.002893,0.549599,0.123770
valid1975,0.509853,0.286108,0.122839,0.081199
valid1976,0.175045,0.246884,0.221176,0.356895
valid1977,0.135978,0.605403,0.167187,0.091433
valid1978,0.690984,0.098457,0.157190,0.053369
valid1979,0.137560,0.015842,0.419014,0.427584
valid1980,0.453733,0.243308,0.166141,0.136817
valid1981,0.160339,0.560345,0.091184,0.188131
valid1982,0.311134,0.580268,0.021194,0.087405
valid1983,0.259744,0.065330,0.121139,0.553787
valid1984,0.438468,0.233016,0.315506,0.013010
valid1985,0.091213,0.624797,0.075762,0.208229
valid1986,0.480499,0.018180,0.474885,0.026437
valid1987,0.644897,0.044974,0.029633,0.280496
valid1988,0.242182,0.096034,0.549502,0.112283
valid1989,0.161381,0.024999,0.543741,0.269878
valid1990,0.364364,0.041240,0.118116,0.476280
valid1991,0.593955,0.050530,0.159124,0.196391
valid1992,0.251240,0.056605,0.146096,0.546059
valid1993,0.232499,0.149091,0.518033,0.100376
valid1994,0.044542,0.421200,0.099339,0.434919
valid1995,0.016242,0.206202,0.278161,0.499395
valid1996,0.259698,0.099456,0.527990,0.112856
valid1997,0.332683,0.061341,0.286715,0.319261
valid1998,0.134990,0.310164,0.441150,0.113695
valid1999,0.163632,0.134747,0.399996,0.301625
valid2000,0.012984,0.010954,0.970645,0.005418
valid2001,0.340076,0.246571,0.266907,0.146446
valid2002,0.182396,0.190285,0.481599,0.145721
valid2003,0.069940,0.227779,0.217235,0.485045
valid2004,0.581169,0.022752,0.212233,0.183847
valid2005,0.164567,0.075816,0.428186,0.331431
valid2006,0.154566,0.080218,0.546786,0.218430
valid2007,0.015251,0.090341,0.086325,0.808082
valid2008,0.795869,0.033531,0.137377,0.033224
valid2009,0.355741,0.040624,0.536967,0.066667
valid2010,0.094329,0.540674,0.013660,0.351336
valid2011,0.612547,0.195765,0.154352,0.037335
valid2012,0.541066,0.380338,0.065693,0.012904
valid2013,0.669699,0.016550,0.151789,0.161962
valid2014,0.263271,0.225645,0.122472,0.388613
valid2015,0.533571,0.017867,0.094200,0.354363
valid2016,0.269081,0.116256,0.343639,0.271024
valid2017,0.237071,0.453033,0.055210,0.254686
valid2018,0.051933,0.153397,0.462562,0.332108
valid2019,0.066487,0.857630,0.074359,0.001523
valid2020,0.204181,0.058603,0.299102,0.438114
valid2021,0.154840,0.137586,0.017943,0.689630
valid2022,0.305430,0.002206,0.568005,0.124359
valid2023,0.182052,0.251079,0.543198,0.023671
valid2024,0.186517,0.334732,0.280866,0.197885
valid2025,0.295037,0.158777,0.227547,0.318639
valid2026,0.041976,0.283956,0.400174,0.273895
valid2027,0.108385,0.287924,0.404087,0.199604
valid2028,0.734874,0.020509,0.057745,0.186871
valid2029,0.413226,0.339013,0.072742,0.175020
valid2030,0.508830,0.138644,0.231097,0.121429
valid2031,0.171045,0.058149,0.608995,0.161811
valid2032,0.115124,0.150023,0.373977,0.360876
valid2033,0.397734,0.198891,0.269801,0.133574
valid2034,0.355777,0.035566,0.493307,0.115350
valid2035,0.213866,0.610633,0.122402,0.053100
valid2036,0.288747,0.205661,0.309313,0.196279
valid2037,0.388469,0.027159,0.301115,0.283257
valid2038,0.115075,0.651182,0.110129,0.123615
valid2039,0.128302,0.056790,0.668912,0.145996
valid2040,0.623974,0.016369,0.273702,0.085955
valid2041,0.139488,0.126231,0.511041,0.223240
valid2042,0.367059,0.568336,0.024494,0.040112
valid2043,0.197858,0.358650,0.438181,0.005311
valid2044,0.050841,0.896046,0.038180,0.014932
valid2045,0.070470,0.633669,0.228904,0.066957
valid2046,0.015442,0.074839,0.825839,0.083880
valid2047,0.163695,0.123393,0.628715,0.084197
valid2048,0.207662,0.321409,0.151546,0.319383
valid2049,0.096180,0.420945,0.242320,0.240555
valid2050,0.420555,0.115551,0.432327,0.031568
valid2051,0.140091,0.041974,0.322873,0.495062
valid2052,0.131837,0.138021,0.631227,0.098915
valid2053,0.361979,0.495110,0.061972,0.080939
valid2054,0.107421,0.206006,0.250149,0.436424
valid2055,0.153376,0.080157,0.052102,0.714366
valid2056,0.007354,0.645464,0.081106,0.266077
valid2057,0.015250,0.384178,0.344354,0.256217
valid2058,0.039752,0.459211,0.092035,0.409002
valid2059,0.051027,0.259455,0.213614,0.475905
valid2060,0.605266,0.097086,0.092537,0.205111
valid2061,0.247254,0.317975,0.380038,0.054733
valid2062,0.005014,0.432149,0.261678,0.301159
valid2063,0.121796,0.557940,0.278691,0.041573
valid2064,0.180992,0.177949,0.056367,0.584692
